,GLOBAL_ID,LOCAL_ID,processed_txt,date,_date_,WoY
249,249,543,some guy i met in the train who said he was a panthers fan just made it on the video board. kind of cool.,2020-02-12 01:24:39+00:00,2020-02-12,2020-06
250,250,544,"to the guy who is hijacking the 1 train intercom room rn, stop promoting your raps and make the train go faster tf",2020-02-12 01:23:22+00:00,2020-02-12,2020-06
251,251,546,just posted a photo roosevelt av jackson heights subway station https: and and t.co and 4h2ttqp1ln,2020-02-12 01:21:39+00:00,2020-02-12,2020-06
252,252,550,it takes an hour on the subway versus 10 minutes to drive. ridiculous,2020-02-12 01:00:23+00:00,2020-02-12,2020-06
253,253,551,"i am at mta subway 96th st (1 and 2 and 3) in new york, ny https: and and t.co and lfeuepkc63",2020-02-12 00:59:58+00:00,2020-02-12,2020-06
254,254,553,only one machine working at m79 bus stop 79th &amp; bway,2020-02-12 00:51:16+00:00,2020-02-12,2020-06
255,255,555,"passed a sign on the subway that said ""hate has no place on the transit system."" really? hate is the third most common emotion in the transit system, right after frustration and despair.",2020-02-12 00:36:13+00:00,2020-02-12,2020-06
256,256,556,"i am at mta subway beverley rd (q) in brooklyn, ny https: and and t.co and p0014dgonj",2020-02-12 00:26:40+00:00,2020-02-12,2020-06
257,257,557,i got to take the train so i am just going to have to wait,2020-02-12 00:20:57+00:00,2020-02-12,2020-06
258,258,559,i have large headphones on. why would you ask me a question on the subway platform? https: and and t.co and ojop17rbyy,2020-02-12 00:19:49+00:00,2020-02-12,2020-06
259,259,560,was just told by some guy who was hanging out in the subway that i look like khloe kardashian....,2020-02-12 00:12:40+00:00,2020-02-12,2020-06
260,260,562,i am not on the train anymore so why do i have no service,2020-02-12 00:09:51+00:00,2020-02-12,2020-06
261,261,564,"all gas taxes, license fees, etc. have only ever paid for 33% of highway costs worse than the subway's farebox recovery ratio. if we evened that out, we would have a ton of money for great new infrastructure.",2020-02-12 00:08:06+00:00,2020-02-12,2020-06
262,262,566,be feeling mad popped when i run for the train,2021-03-25 23:10:19+00:00,2021-03-25,2021-12
263,263,568,every third person entering this subway station is jumping the turnstile and if that is not peak nyc energy i do not know what is.,2021-03-25 22:52:40+00:00,2021-03-25,2021-12
264,264,569,i need the focus of white peoples being able to sow on the train,2021-03-25 22:49:06+00:00,2021-03-25,2021-12
265,265,573,first day it was warm and sunny enough to wear these beauties to the office. did not even notice the gross subway floor. astoria https: and and t.co and lhoi7lwvcx,2021-03-25 21:52:54+00:00,2021-03-25,2021-12
266,266,574,i love that the metrocard booth on the mta bus is basically a donation box. bus drivers really just do not be caring.,2021-03-25 21:42:10+00:00,2021-03-25,2021-12
267,267,576,it is physically impossible for this car to get into or out of this position without driving around on the sidewalk in front of an active subway entrance. guess they only arrive and leave between 2 and 4am! https: and and t.co and gjtayh6lyd,2021-03-25 21:25:05+00:00,2021-03-25,2021-12
268,268,577,you walked into a crowded underground train. the car is shaking and you are overdressed. convection. an oven. and happiness and trust,2021-03-25 21:06:31+00:00,2021-03-25,2021-12
269,269,578,turn on the air conditioner you rats,2021-03-25 21:02:15+00:00,2021-03-25,2021-12
270,270,585,"go to magnolia bakery in grand central with 8 minutes until my train. big line and the five people in front of me do not know what they want, the guy comes to me so i order and get my item. i leave the line to go pay at register and get told i still have to wait in line. absurdity",2021-03-25 19:41:02+00:00,2021-03-25,2021-12
271,271,588,not sure why you ever cancelled so many trains and made schedule during weekdays with fewer trains.,2021-03-25 19:02:13+00:00,2021-03-25,2021-12
272,272,590,she had to sit next to me and take her mask off every 10 minutes. https: and and t.co and xocpwneobo,2021-03-25 18:53:32+00:00,2021-03-25,2021-12
273,273,593,"i am at mta subway 63rd dr and rego park (m and r) in rego park, ny https: and and t.co and bfiopprzqt",2021-03-25 18:41:26+00:00,2021-03-25,2021-12
274,274,594,decided to hop a train and get out of the city for a few hours. not a bad view of the hudson. https: and and t.co and 3sj2sfic8y,2021-03-25 18:16:08+00:00,2021-03-25,2021-12
275,275,599,did not lose as much as they really did not want to build there because it is technically out of the city and there is no subway (although there is the lirr).,2021-03-25 17:18:10+00:00,2021-03-25,2021-12
276,276,600,these lines for the feel pre pandemic to me. by the way plenty of people behind me. we did not wait long at all. good service. i took q53 here &amp;that was good too. i have seen plenty written on subway ridership post pandemic. do we know how bus ridership is? . https: and and t.co and pqoakumexu,2021-03-25 17:05:20+00:00,2021-03-25,2021-12
277,277,601,nothing like getting off the train and seeing literal shit thrown against the wall. got to love nyc,2021-03-25 17:01:29+00:00,2021-03-25,2021-12
278,278,602,got onto the platform going the wrong way and there is no crossover to the uptown train. you would never know i used to live in nyc!! ugh. https: and and t.co and h1mr6jotyi,2021-03-25 16:53:37+00:00,2021-03-25,2021-12
279,279,603,"aside from parking their vehicles in a turn lane, and double parking in active travel lane on 9th ave, has lately decided to take over the m11 bus stop on 9th and 35th, forcing pax to disembark onto the ave, a hazard esp. for seniors and disabled. https: and and t.co and bhsdprbhmd",2021-03-25 16:52:25+00:00,2021-03-25,2021-12
280,280,605,i love the subway! especially when i sprint to the stop and the train is arriving as i get to the platform!,2021-03-25 16:18:23+00:00,2021-03-25,2021-12
281,281,606,i thought this was infinity train,2021-03-25 16:12:50+00:00,2021-03-25,2021-12
282,282,607,i just realized every man on this subway car w me has just a soft dick log resting. vile,2021-03-25 16:10:17+00:00,2021-03-25,2021-12
283,283,609,ditz brain here got on the subway going the wrong direction. hello and goodbye manhattan. i think i need more coffee. https: and and t.co and gus0ec2uiq,2021-03-25 15:38:22+00:00,2021-03-25,2021-12
284,284,611,"new yorkers: ""eh, we have already got lots of subway beavers at the astor place station."" https: and and t.co and qeu57kgfuz https: and and t.co and aijslm0a4i",2021-03-25 15:08:17+00:00,2021-03-25,2021-12
285,285,613,wondering this morning if the hudson river can b use for public ferry transp? subway is not feeling safe to commute to work. they are getting crowded and w tons of aggressive and mentally disturbed folks,2021-03-25 15:01:37+00:00,2021-03-25,2021-12
286,286,614,this train cannot be stopped...,2021-03-25 14:48:12+00:00,2021-03-25,2021-12
287,287,615,just sneezed and adjusted my balls on the train. people are looking at me like i smacked a nun.,2021-03-25 14:44:52+00:00,2021-03-25,2021-12
288,288,617,riding the bus &gt; subway,2021-03-25 13:59:15+00:00,2021-03-25,2021-12
289,289,621,i love this new york life. the people here are my speed. someone could be pooping on the subway and people would just mind their business. love that people do not care.,2021-03-25 13:18:39+00:00,2021-03-25,2021-12
290,290,623,conductor please stop this train i chose the wrong mario!!!!,2021-03-25 13:05:01+00:00,2021-03-25,2021-12
291,291,625,do you all also do the awkward little spin while waiting for the train or is that just me ?,2021-03-25 12:42:24+00:00,2021-03-25,2021-12
292,292,626,all these folks hanging out in the subway tunnels making the trains late like it is march and they are there to witness the beauty of rat birthing season when bitch i got to get to work.,2021-03-25 12:37:17+00:00,2021-03-25,2021-12
293,293,627,"i just got on the 7 ( mta subway 74th st and roosevelt ave and jackson hts (7 and e and f and m and r) in elmhurst, ny) https: and and t.co and khgp0szsnd",2021-03-25 12:35:03+00:00,2021-03-25,2021-12
294,294,628,the hysteric laughter i had to suppress on the train right now. i am losing it. https: and and t.co and lelia08ycg,2021-03-25 12:33:00+00:00,2021-03-25,2021-12
295,295,629,pigeons rule the globe... mta subway grand st (l) https: and and t.co and ssepvpsvso,2021-03-25 12:28:16+00:00,2021-03-25,2021-12
296,296,630,what is goin on?! you hopin on the train?,2021-03-25 11:43:30+00:00,2021-03-25,2021-12
297,297,631,people in the subway give no fucks about social distancing. none whatsoever.,2021-03-25 11:40:45+00:00,2021-03-25,2021-12
298,298,633,"i am at mta nyct linden shop in brooklyn, ny https: and and t.co and otg9f3zkkc",2021-03-25 10:55:56+00:00,2021-03-25,2021-12
299,299,635,southbound a train seemed to be delayed the next train arriving will be super crowded and if you have a schedule you will be late!,2021-03-25 10:30:38+00:00,2021-03-25,2021-12
300,300,639,"i do not understand why there is a bus schedule if the q54 comes when it wants to. the last thing i need after a long day, is for the bus to come early &amp; have to wait another hour 1:51 bus schedule &amp; it comes at 1:43 to see it pass me &amp; 3 others trying to chase it",2021-03-25 05:55:48+00:00,2021-03-25,2021-12
301,301,640,even the modernist board design was bleak. i get more excited when i see this 70s nyc subway map. https: and and t.co and b9vk8ke1hy,2021-03-25 04:48:53+00:00,2021-03-25,2021-12
302,302,648,meanwhile i had to get of the subway today 2 stops early after a guy blew his nose clear on the floor https: and and t.co and nzamsadsyk,2021-03-25 02:00:44+00:00,2021-03-25,2021-12
303,303,650,i hate when bucky barnes falls from the train.,2021-03-25 01:13:22+00:00,2021-03-25,2021-12
304,304,651,86th street brooklyn under subway d bridge.,2021-03-25 01:07:10+00:00,2021-03-25,2021-12
305,305,652,"i like the sounds the amtrak train behind my apartment building does. it is fun, and in contrast to the nyc mta.",2021-03-25 01:07:09+00:00,2021-03-25,2021-12
306,306,656,"was too tired and high maintenance to take the subway home tonight, so i took and the best home. legit got home by 6:38pm and left the office at 6pm",2020-02-06 23:51:43+00:00,2020-02-06,2020-05
307,307,657,"totally unrelated to my previous posts but i truly fucking hate men and if you are a man who thinks whatever you are doing is more important than everyone else's business that you fucking shove people out of the way to get the last spot on the full train, you deserve to die idec",2020-02-06 23:48:51+00:00,2020-02-06,2020-05
308,308,658,i missed my stop on the train reading someone is birthchart so then when i got off to go back in the opposite direction i missed my stop again...i might just be a little obsessed with astrology,2020-02-06 23:48:28+00:00,2020-02-06,2020-05
309,309,660,got involved and they know jack squat about queens and what we need! i so remember that express train... https: and and t.co and u4tkmj776a,2020-02-06 23:43:03+00:00,2020-02-06,2020-05
310,310,661,2 for 2 between the uptown 1 train and the 535,2020-02-06 23:41:08+00:00,2020-02-06,2020-05
311,311,662,"is this the way citizens are meant to be treated? is this the way students are supposed to be treated? this ""officer"" did not even allow her to speak. did she offer the student a ride home? are you proud of this? https: and and t.co and ahkqittkig",2020-02-06 23:39:42+00:00,2020-02-06,2020-05
312,312,665,gtfo of our subway stations,2020-02-06 23:36:58+00:00,2020-02-06,2020-05
313,313,666,they just announced a door problem with the train at 5th ave. how long will this take to fix?,2020-02-06 23:31:00+00:00,2020-02-06,2020-05
314,314,667,was trying to get to my arabic class 30 mins early and have been waiting for the train for 20 mins,2020-02-06 23:30:37+00:00,2020-02-06,2020-05
315,315,668,"laugh yes, a ford f 150 truck",2020-02-06 23:26:47+00:00,2020-02-06,2020-05
316,316,670,"and we are supposed to feel ""safe"" with the enhanced on duty cops in the subway stations? https: and and t.co and li3oowc0op",2020-02-06 23:14:52+00:00,2020-02-06,2020-05
317,317,671,"i am running late, but i slide thru the turnstile and catch the train just in time. https: and and t.co and mdydt4c50r",2020-02-06 23:10:56+00:00,2020-02-06,2020-05
318,318,672,it is a fuck the train and any mass transit system that fucks with me account,2020-02-06 23:09:32+00:00,2020-02-06,2020-05
319,319,673,man on the train is very mad because samsung phones showed up to shoot instead of lt phones but his story and the blame has shifted based on who he is on the phone and speaking to about this crisis; a lesson in business,2020-02-06 23:07:43+00:00,2020-02-06,2020-05
320,320,674,there is a young lesbian couple up on the train. i can see the emotional abuse already.,2020-02-06 23:04:12+00:00,2020-02-06,2020-05
321,321,675,these stations not be flooding and i want to know why like mta got a trick up there sleeve they are not telling anyone. but they are not be delayed but they sure smell like rat shit,2020-02-06 22:59:44+00:00,2020-02-06,2020-05
322,322,676,why tf is not there any fucking service from broadway junction to cleveland st on the damn j train shit is annoying as fuck,2020-02-06 22:49:19+00:00,2020-02-06,2020-05
323,323,677,d train northbound car 2519 you have a guy laying across 5 seats and he keeps trying to smoke a cigarette. he lit it 2x with people yelling at him to put it out.,2020-02-06 22:49:11+00:00,2020-02-06,2020-05
324,324,679,"ever since that ""which subway seat do you prefer"" period, i find myself judging people who choose 2 when 1, 2, 3, 4 &amp; 5 are all available. it just feels like you are asking for your space to be invaded.",2020-02-06 22:41:58+00:00,2020-02-06,2020-05
325,325,680,one guy on the train is wearing a mask so he does not catch the coronavirus while the guy next to him is making a pb&amp;j. varying levels of concern here in nyc.,2020-02-06 22:39:34+00:00,2020-02-06,2020-05
326,326,681,"1 train was delayed at 14th street because there was a passenger that needed assistance or a sick passenger who knows but they had to take a car out of service. just throw the body on the tracks, burn the car and be on with it",2020-02-06 22:36:47+00:00,2020-02-06,2020-05
327,327,682,dude playing jazz flute on the subway,2020-02-06 22:32:02+00:00,2020-02-06,2020-05
328,328,685,in america you are not free if you are too poor or far to take a bus to school you are not free if you cannot walk up the stairs to get the train to your doctor you are not free if you are one flat tire or missed car payment from losing your job https: and and t.co and xapuz5gtvb,2020-02-06 22:15:01+00:00,2020-02-06,2020-05
329,329,686,"with amount of people sleeping in there, you sure about that??",2020-02-06 22:14:42+00:00,2020-02-06,2020-05
330,330,687,"i am at mta subway cortlandt st (r and w) in new york, ny https: and and t.co and ta2hqoles9",2020-02-06 22:12:12+00:00,2020-02-06,2020-05
331,331,689,"believe it or not, i have never hopped a turnstile a day in my life laugh my conscience and anxiety will not allow me to do such thing bronx,... https: and and t.co and f1fo8apn5p",2020-02-06 22:07:23+00:00,2020-02-06,2020-05
332,332,692,i tried giving an elder lady my seat on the train and as soon as i got up she deadass pushed me back into the seat w some force,2020-02-06 21:55:10+00:00,2020-02-06,2020-05
333,333,693,nypd is odeeing and way too power happy over mta fare.,2020-02-06 21:54:25+00:00,2020-02-06,2020-05
334,334,694,"on monday night, i was stuck on nec for 3hrs and 10min on a filthy 40 year old train with no ventilation and crammed to the rafters with passengers. there was no working ventilation.",2020-02-06 21:50:51+00:00,2020-02-06,2020-05
335,335,696,miss one train here in long island .. got to wait a wholeeeee hour for the next one.,2020-02-06 21:48:37+00:00,2020-02-06,2020-05
336,336,697,"new york has a certain electricity in my experience. despite the subway challenges, almost all of manhattan, bk is accessible in &lt;30 min. we have many world class restaurant, health, and cultural activities. i find people highly motivated ""if you can make it here..."" and nice.",2020-02-06 21:40:21+00:00,2020-02-06,2020-05
337,337,698,"i am at mta subway 179th st (f) in jamaica, ny https: and and t.co and osjdgenesg",2020-02-06 21:38:24+00:00,2020-02-06,2020-05
338,338,699,is the q train just for uppity wytes?,2020-02-06 21:37:13+00:00,2020-02-06,2020-05
339,339,701,do not know i got on the next train that came to avoid this dude?,2020-02-06 21:32:47+00:00,2020-02-06,2020-05
340,340,702,"waiting on the train at 125th. dude approaches me and ask ""you look like the intellectual type. what is the last book you read?"" bro, get out my face with this one.",2020-02-06 21:31:43+00:00,2020-02-06,2020-05
341,341,704,train brooklyn bound. 1st car heading. prospect park stop coming up. https: and and t.co and 1bvpvmhxbx,2020-02-06 21:20:03+00:00,2020-02-06,2020-05
342,342,705,is there anything more insulting to your pride as a new yorker than getting turned around and ending up on a subway going the wrong way?,2020-02-06 21:16:52+00:00,2020-02-06,2020-05
343,343,709,this nypd officer really reached for his gun when a woman stood up to move seats on the train like,2020-02-06 21:01:02+00:00,2020-02-06,2020-05
344,344,714,"""take the subway,"" they said."" ""it will be fast,"" they said. https: and and t.co and ezhx962pnm",2020-02-06 20:36:40+00:00,2020-02-06,2020-05
345,345,715,this happened happened in my city? this is how you treat children in the subway system? https: and and t.co and 7ghsm7rcfp,2020-02-06 20:30:50+00:00,2020-02-06,2020-05
346,346,716,i am at a point right now that sitting down on this subway seat that is still warm is more intimacy than i feel comfortable with.,2020-02-06 20:27:54+00:00,2020-02-06,2020-05
347,347,717,"this is my first time riding the new jersey regional transit. in related news, this is my first time waiting for a severely delayed new jersey train.",2020-02-06 20:21:06+00:00,2020-02-06,2020-05
348,348,718,someone is playing nothing but hits from 2005 2006 on this subway and i am getting my life rn.,2020-02-06 20:13:38+00:00,2020-02-06,2020-05
349,349,719,bruh this train at westchestet sq east tremont is having door problems.. i am on can 1811 lmfao.. doors opened and closed multiple times.. and bruh train out of service..,2020-02-06 20:12:16+00:00,2020-02-06,2020-05
350,350,722,this is the fifth story i have heard of andy byford responding promptly to emails. what an ego!,2020-02-06 20:02:44+00:00,2020-02-06,2020-05
351,351,725,take a train to see this movie w her or i am going to fuck you up,2020-02-06 19:59:09+00:00,2020-02-06,2020-05
352,352,726,i am sitting on the train with my ex darker twin.,2020-02-06 19:47:09+00:00,2020-02-06,2020-05
353,353,727,"not running q trains this weekend between manhattan and kings highway is a load of shit and negativity affects tons&amp;tons of people. i am so sick of your bs , mta. i hope your passenger numbers continue to decrease as much as possible.",2020-02-06 19:46:38+00:00,2020-02-06,2020-05
354,354,731,"i am on the l train and this old man starts coughing because his throat is dry but instead of taking a drink of water, he takes a shot of bacardi. welcome to new york",2020-02-06 19:26:55+00:00,2020-02-06,2020-05
355,355,732,as a student mta cannot deny you entrance to the subway or bus! the government already pays their fare. shaking my head i hate women who think they have power. https: and and t.co and j8ob3123j5,2020-02-06 19:22:56+00:00,2020-02-06,2020-05
356,356,733,everyone on this train stinks..,2020-02-06 19:18:53+00:00,2020-02-06,2020-05
357,357,734,wow i cannot believe it i never see famous people on the subway this is like the new version of that pic of meryl.,2020-02-06 19:11:56+00:00,2020-02-06,2020-05
358,358,742,this also applies to people who fart on the train during rush hour https: and and t.co and lvmstae0nd,2020-02-06 18:34:20+00:00,2020-02-06,2020-05
359,359,743,i am on a train and was not listening but just tuned in because this is so bonkers.,2020-02-06 18:15:50+00:00,2020-02-06,2020-05
360,360,744,"my hatred for queens is unbelievable, taking the train there gives me stress.",2020-02-06 18:13:37+00:00,2020-02-06,2020-05
361,361,747,"this woman dead shoved me for a seat on the j train... yeah, i need to retire taking public transportation. it should never be that deep.",2020-02-06 18:03:36+00:00,2020-02-06,2020-05
362,362,748,we wish captain gallagher well as hopefully he will do something about the inside the bridal path which has vehicles not permitted to be there.,2020-02-06 17:59:57+00:00,2020-02-06,2020-05
363,363,753,showtime was lit on this subway car https: and and t.co and e6f5septxl,2020-02-06 17:40:52+00:00,2020-02-06,2020-05
364,364,755,"i am at mta bus q85 in jamaica, ny https: and and t.co and kyz30eaekq",2020-02-06 17:39:01+00:00,2020-02-06,2020-05
365,365,759,"this is def l train, between myrtle and montrose. that section is disgusting. https: and and t.co and byydgmxrrq",2020-02-06 17:11:36+00:00,2020-02-06,2020-05
366,366,761,girl was literally eye fucking me on this train. if only you knew baby girl.,2020-02-06 17:07:42+00:00,2020-02-06,2020-05
367,367,762,singing molly by carti loud as fuck on this subway niggas keep staring at me,2020-02-06 17:06:40+00:00,2020-02-06,2020-05
368,368,763,cluster of pigs standing at the 34th street subway entrance between the sw and nw corners... doing... absolutely.. nothing. https: and and t.co and tt65fri3ha,2020-02-06 17:01:15+00:00,2020-02-06,2020-05
369,369,764,"i am at mta subway 63rd dr and rego park (m and r) in rego park, ny https: and and t.co and sgzlxwbpze",2020-02-06 17:00:49+00:00,2020-02-06,2020-05
370,370,765,this definitely not 4 train activities unless it is in bk. this is peak bk behavior,2020-02-06 17:00:44+00:00,2020-02-06,2020-05
371,371,768,i do not think i will renew my membership for next year. it is so hard to get bike at christopher st path station from 8am 10am despite of complaining multiple times. got lucky only ~20% of the time https: and and t.co and 8tqapvbeo3,2020-02-06 16:40:30+00:00,2020-02-06,2020-05
372,372,771,". can you show some love to 7 train stops? this is 90th: days and weeks of grime on walls, graffiti on countdown clock, garbage on both ends of both platforms. middle except for walls are clean. https: and and t.co and w8qjosy0xa",2020-02-06 16:29:30+00:00,2020-02-06,2020-05
373,373,773,: you might want to check the countdown clocks and application for jamaica center. been waiting 7 minutes for this e train to leave in a minute...,2020-02-06 16:23:14+00:00,2020-02-06,2020-05
374,374,774,i was just about to miss this train this morning as i was rushing down the last few steps and the doors were about to close. a woman who was not even boarding the train saw me and held the door open for me. thank you. appreciate acts of kindness.,2020-02-06 16:22:57+00:00,2020-02-06,2020-05
375,375,778,just saw this add for natural deodorant in the subway station. i am going to give this a try. if i am around any of you all and i am musty please tell me before you tweet shade. https: and and t.co and e8r18x1wqt,2020-02-06 15:54:44+00:00,2020-02-06,2020-05
376,376,779,i would rather swallow a jean jacket than take the subway with 2 brolic ass luggages,2020-02-06 15:44:53+00:00,2020-02-06,2020-05
377,377,781,i wonder how many other people on this train are hungover,2020-02-06 15:43:30+00:00,2020-02-06,2020-05
378,378,783,the amount of times i have caught people taking pictures of me on the train is fucking ridiculous. what the fuck is wrong w niggas,2020-02-06 15:26:06+00:00,2020-02-06,2020-05
379,379,786,this train shit is pissing me the fuck off.,2020-02-06 15:19:23+00:00,2020-02-06,2020-05
380,380,790,191st 1 train station closed for a year is really pissing me off shaking my head,2020-02-06 14:58:38+00:00,2020-02-06,2020-05
381,381,791,is an absolute shit show this morning how is every train leaving brooklyn on a delay from earlier incidents. i have been stuck at nostrand for 40 minutes,2020-02-06 14:58:01+00:00,2020-02-06,2020-05
382,382,792,"what is happening at south ferry? i got kicked off a 1 train at houston and the only info i got was for an ""ongoing incident at south ferry""",2020-02-06 14:53:51+00:00,2020-02-06,2020-05
383,383,793,"this has been a curious one for me. i feel like we are conditioned on the subway to not pay attention to other people. i am also irrationally terrified of mis identifying someone who is in fact not pregnant. women are way quicker to identify, offer a seat or shame a nearby male",2020-02-06 14:50:48+00:00,2020-02-06,2020-05
384,384,794,you know what is the wackest shit about gentrification????? you never know what stop they are getting off at anymore especially when you want a seat on the train.,2020-02-06 14:49:45+00:00,2020-02-06,2020-05
385,385,795,"21 minutes at 9:43 am. guess i cannot take the train to work today, . https: and and t.co and hy5jgikqnl",2020-02-06 14:48:20+00:00,2020-02-06,2020-05
386,386,798,"almost missed this beaut on the subway this morning... got some weird looks but was prepared to say ""i know them from college"" 4 train https: and and t.co and h2dejair0l",2020-02-06 14:44:31+00:00,2020-02-06,2020-05
387,387,799,"i am not sure why the mta cannot get it together!!! why are we experiencing delays everyday?!!! i now leaving 2 hours early due to the ""unexpected delays"" i expect them fully!!! wth?!!!!",2020-02-06 14:43:17+00:00,2020-02-06,2020-05
388,388,800,is this your subtle way of telling someone to stand the fuck up on the subway so you can get a seat,2020-02-06 14:41:05+00:00,2020-02-06,2020-05
389,389,801,"what is the criteria on a bus with visible, comfortable, room not stopping at a bus stop when there is not another bus directly behind it? 33rd avenue and 21st street, lic. do better!",2020-02-06 14:38:28+00:00,2020-02-06,2020-05
390,390,802,when your train stops in the tunnel and you hear the chime indicating an announcement is about to be made https: and and t.co and vun6y73afn,2020-02-06 14:38:07+00:00,2020-02-06,2020-05
391,391,803,honestly it should not take 30 mins to get between 3 stops. this is ridiculous.,2020-02-06 14:34:14+00:00,2020-02-06,2020-05
392,392,804,"in staten feels like i am riding the the train the metro north nj transit quite clean and do not run fast enough you miss one you miss a lot great kills, staten island https: and and t.co and 9lnazdmvwh",2020-02-06 14:30:16+00:00,2020-02-06,2020-05
393,393,805,"i am at mta subway franklin st (1) in new york, ny https: and and t.co and acvhql7nlo",2020-02-06 14:29:28+00:00,2020-02-06,2020-05
394,394,806,"me wearing an ohio state hat random guy on subway platform: ""ohio state buckeyes, baby! let us go!!!"" voice fades in the distance ""go bucks!! go bucks!!"" me: https: and and t.co and fvze51mvfh",2020-02-06 14:25:36+00:00,2020-02-06,2020-05
395,395,808,can we get more express j trains?!,2020-02-06 14:13:26+00:00,2020-02-06,2020-05
396,396,809,wait. it is been out of order for days. there is no excuse for any kiosk to be out of order for more than a few hours let alone days at a time. you want customers to pay fares but do not provide consistent working equipment for us to pay. this is a daily problem systemwide.,2020-02-06 14:13:15+00:00,2020-02-06,2020-05
397,397,811,"thanks to the kindly conductor who held the train this morn a few seconds as i completed, huffing and puffing, my middle aged mtr parking lot training ""sprint.""",2020-02-06 14:12:13+00:00,2020-02-06,2020-05
398,398,812,here are 2 more examples of kiosks not fully working. this is bedford park station. one kiosk only taking single ride tickets. the other the keypad not working to enter pin. the lack of maintenance is shocking. no wonder fare evasion is common it is partly your fault. https: and and t.co and l1vdybos07,2020-02-06 14:08:40+00:00,2020-02-06,2020-05
399,399,814,here are 2 more examples of kiosks not fully working. this is bedford park station. one kiosk only taking single ride tickets. the other the keypad not working to enter pin. the lack of maintenance is shocking. no wonder fare evasion is common it is partly your fault. https: and and t.co and rjikfcqqfu,2020-02-06 14:06:35+00:00,2020-02-06,2020-05
400,400,815,popular opinion (at least my new yorkers): please wait for people to get off the subway before getting on!,2020-02-06 14:06:18+00:00,2020-02-06,2020-05
401,401,816,l train has been so chaotic lately going to be switching to the m while this messy bitch gets herself together,2020-02-06 13:52:09+00:00,2020-02-06,2020-05
402,402,817,why do you have to have the train skip my station this morning at 23rd street on the 6 line...,2020-02-06 13:50:21+00:00,2020-02-06,2020-05
403,403,819,all subway sandwich bread smells the same?,2020-02-06 13:49:26+00:00,2020-02-06,2020-05
404,404,820,"one of these days, a video is going to go viral of a lunging at an conductor while swinging a brick of baby wipes for smashing her kiddos in the closing doors after waiting patiently for other passengers to exit the train before boarding.",2020-02-06 13:48:00+00:00,2020-02-06,2020-05
405,405,821,i wish shrink rays were a real thing that way i did not look like a crazy bag lady on the subway.,2020-02-06 13:47:36+00:00,2020-02-06,2020-05
406,406,822,never seen this many cute niggas on the train in the morning. i guess these the nighas that go to work later than me. laugh,2020-02-06 13:46:51+00:00,2020-02-06,2020-05
407,407,823,i am convinced the stops the trains randomly to fuck with people of ny. they are part of the scheme to keep us aggravated and down as a people. go kick rocks with no shoes on.,2020-02-06 13:46:22+00:00,2020-02-06,2020-05
408,408,825,"there is a leak in the roof of my train, coming out of the overhead lights. main line train car . please fix it.",2020-02-06 13:40:07+00:00,2020-02-06,2020-05
409,409,827,i deserve a seat on the train because my hand cannot fully wrap around the pole and i do not think it is fair,2020-02-06 13:38:34+00:00,2020-02-06,2020-05
410,410,828,someone on this n train has some really aromatic oregano or they got really high,2020-02-06 13:35:58+00:00,2020-02-06,2020-05
411,411,829,new staff at the 181 1 train stop is hindering the process of people getting in and out of the station...never had these issues like this!,2020-02-06 13:33:54+00:00,2020-02-06,2020-05
412,412,831,thank you for resolving the incident at queens plaza that has the brooklyn bound m delayed. it was so fast,2020-02-06 13:31:07+00:00,2020-02-06,2020-05
413,413,833,"i had this post open on the subway and the lady beside me looked at me and said, ""i want to go back too"" https: and and t.co and 1rnsfihylp",2020-02-06 13:19:18+00:00,2020-02-06,2020-05
414,414,834,realizing you forgot your wallet before you board the bus and train is so annoying,2020-02-06 13:12:50+00:00,2020-02-06,2020-05
415,415,835,there is no doubt that transit deserts are a growing problem in the outer boroughs. i am asking that the mta &amp; state legislature take into account the many local livery bases who have been providing taxi services to their communities for decades. https: and and t.co and humqyjan13,2020-02-06 13:09:42+00:00,2020-02-06,2020-05
416,416,836,look at headline on this!remember rockaway is getting no new connections. mta is cutting . to get to jackson heights &amp; woodside will take minimum of 3 buses! come out tonight &amp;make your voice heard on plan&amp;comment: https: and and t.co and fdfipioli0 https: and and t.co and fxk4p1nwai,2020-02-06 13:08:39+00:00,2020-02-06,2020-05
417,417,837,this is we do not pla bass drops me: nasty bass face does a mini headbang old dude sitting across from me in the train: https: and and t.co and xkoitje8wk,2020-02-06 13:00:27+00:00,2020-02-06,2020-05
418,418,839,"oh my god we are devastated....pffff ps: you want to annoy nyers...mess with the subway, train and nj transit...",2020-02-06 12:55:57+00:00,2020-02-06,2020-05
419,419,840,i will never cram myself into a subway car when the next train is a minute away.,2020-02-06 12:54:42+00:00,2020-02-06,2020-05
420,420,841,finally listening to this new on the train,2020-02-06 12:52:02+00:00,2020-02-06,2020-05
421,421,842,"i am at mta subway cortlandt st wtc (1) in new york, ny https: and and t.co and xmb0t2dzmg",2020-02-06 12:45:55+00:00,2020-02-06,2020-05
422,422,844,last night i dreamt that i was on the train and when we got to our station people with hazard masks jumped on and started spraying the passengers with some crazy shit. i can still hear all crying and screaming. it was horrific,2020-02-06 12:45:24+00:00,2020-02-06,2020-05
